1948.000008,1.213999987,0.243000001,0.145400003,1.414999962,0.611999989
1949.000008,1.353999972,0.25999999,0.218099996,1.383999944,0.559000015
1950,1.569000006,0.277999997,0.315699995,1.388000011,0.573000014
1951,1.947999954,0.296999991,0.393999994,1.549999952,0.56400001
1952,2.265000105,0.310000002,0.35589999,1.802000046,0.574000001
1953,2.730999947,0.321999997,0.359299988,1.925999999,0.711000025
1954,3.025000095,0.335000008,0.402500004,1.963999987,0.776000023
1955,3.562000036,0.349999994,0.396100014,2.115999937,0.827000022
1956,3.979000092,0.361000001,0.382200003,2.434999943,0.800000012
1957.000364,4.420000076,0.379000008,0.304500014,2.707000017,0.921000004
1958.000968,4.563000202,0.391000003,0.328399986,2.70600009,1.067000031
1959.000961,5.385000229,0.425999999,0.385600001,2.845999956,1.082999945
1960,5.553999901,0.441000015,0.319299996,3.088999987,1.480999947
1961,5.465000153,0.460000008,0.307900012,3.121999979,1.735999942
1962,5.824999809,0.485000014,0.378300011,3.184000015,1.925999999
1963,6.875999928,0.505999982,0.418000013,3.263000011,2.040999889
1964,7.822999954,0.537999988,0.516300023,3.411999941,1.996999979
1965,9.119999886,0.56400001,0.587899983,3.622999907,2.256999969
1966.000826,10.51200008,0.586000025,0.536899984,4.073999882,2.742000103
1967.000017,13.02000046,0.621999979,0.444299996,4.710000038,3.563999891
1968.000962,15.26099968,0.666000009,0.305200011,5.217000008,4.767000198
1969.000236,16.31299973,0.731000006,0.233199999,5.568999767,6.511000156
1970.000039,16.00200081,0.83099997,0.188299999,5.494999886,7.626999855
1971.000961,15.8760004,0.906000018,0.202299997,5.334000111,8.673000336
1972.000129,16.66200066,1,0.25060001,5.34499979,8.331000328
1973.000012,17.01399994,1.055999994,0.266799986,5.662000179,8.55700016
1974.000961,19.30500031,1.131000042,0.266400009,5.729000092,9.508000374
1975,18.72100067,1.246999979,0.230100006,5.722000122,9.062000275
1976,19.25,1.375,0.345200002,5.762000084,8.262000084
1977,20.64699936,1.54400003,0.450800002,5.876999855,7.473999977
1978,22.72599983,1.702999949,0.587700009,6.107999802,7.104000092
1979,23.61899948,1.779000044,0.534600019,6.852000237,6.874000072
